"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Immp1l",2.02870273693856e-17,0.314873685008315,0.571,0.153,3.42343586858382e-13,"Ent H","Immp1l"
"Serpinb1a3",2.04885729572242e-17,0.563449412294465,1,0.73,3.45744668653158e-13,"Ent H","Serpinb1a"
"Mgat2",2.09057423680751e-17,0.325770600069993,0.536,0.138,3.52784402461268e-13,"Ent H","Mgat2"
"Rab1a",2.27594814119815e-17,0.43572626888318,0.875,0.34,3.84066248827188e-13,"Ent H","Rab1a"
"Ubac1",2.27724216651435e-17,0.255465196906677,0.411,0.086,3.84284615599297e-13,"Ent H","Ubac1"
"Taf10",2.43825744440378e-17,0.446593918503987,0.929,0.377,4.11455943743139e-13,"Ent H","Taf10"
"Mif4gd",2.47421070157996e-17,0.283963006170824,0.393,0.081,4.17523055891619e-13,"Ent H","Mif4gd"
"Pon21",2.48316342486655e-17,0.368629958072518,0.857,0.3,4.19033827946231e-13,"Ent H","Pon2"
"Tomm20",2.49621381728724e-17,0.503207392881102,0.821,0.326,4.21236081667222e-13,"Ent H","Tomm20"
"Sco2",2.72743538050461e-17,0.335970130076682,0.482,0.117,4.60254720460153e-13,"Ent H","Sco2"
"2610507B11Rik",2.8258676810337e-17,0.382854330504048,0.643,0.195,4.76865171174437e-13,"Ent H","2610507B11Rik"
"Tmem11",3.49083717814495e-17,0.290879539841152,0.464,0.108,5.8907877381196e-13,"Ent H","Tmem11"
"Psma7",3.82357309279307e-17,0.5651281231709,0.964,0.648,6.45227959408831e-13,"Ent H","Psma7"
"Gdi21",3.94955090169572e-17,0.426025008149273,0.964,0.393,6.66486714661152e-13,"Ent H","Gdi2"
"Ddost2",3.96859596909863e-17,0.458074053405332,0.804,0.309,6.69700569785394e-13,"Ent H","Ddost"
"Vta1",4.01613546585314e-17,0.30001618362708,0.554,0.145,6.77722859862717e-13,"Ent H","Vta1"
"Ppdpf1",4.4180634728138e-17,0.425446388698573,0.839,0.318,7.45548211037329e-13,"Ent H","Ppdpf"
"Pigx",4.44920068904744e-17,0.258433530572191,0.429,0.093,7.50802616276756e-13,"Ent H","Pigx"
"Igbp1",4.81936200329817e-17,0.300223054171187,0.464,0.109,8.13267338056566e-13,"Ent H","Igbp1"
"Lsm3",5.31902971111218e-17,0.329617529660722,0.536,0.14,8.9758626375018e-13,"Ent H","Lsm3"
"Nr2f6",5.74311122707359e-17,0.37425392287108,0.679,0.214,9.69150019568668e-13,"Ent H","Nr2f6"
"Fam96b",5.77304224395476e-17,0.449990711198278,0.607,0.193,9.74200878667365e-13,"Ent H","Fam96b"
"Hspa9",5.87104423041935e-17,0.503414249833124,0.696,0.241,9.90738713883266e-13,"Ent H","Hspa9"
"Ctnnbip1",7.0687836656799e-17,0.37097148843161,0.607,0.181,1.19285724358348e-12,"Ent H","Ctnnbip1"
"Fastk",7.91739107887582e-17,0.320983625782764,0.5,0.126,1.33605974456029e-12,"Ent H","Fastk"
"Cdh173",8.04702976297128e-17,0.531223002399307,1,0.677,1.3579362725014e-12,"Ent H","Cdh17"
"Chdh2",8.36728409961878e-17,0.301493317410553,0.571,0.149,1.41197919181067e-12,"Ent H","Chdh"
"Igtp",9.57731446112354e-17,0.264041101478654,0.25,0.037,1.6161718153146e-12,"Ent H","Igtp"
"Spcs1",1.01738348749389e-16,0.435752203289607,0.821,0.312,1.71683463514593e-12,"Ent H","Spcs1"
"Lamp2",1.07863801653048e-16,0.388708384704656,0.768,0.259,1.82020165289519e-12,"Ent H","Lamp2"
"Aimp2",1.08322966241805e-16,0.278606682232879,0.393,0.083,1.82795005533045e-12,"Ent H","Aimp2"
"Snrpd3",1.12262930365175e-16,0.513939709846499,0.625,0.21,1.89443694991233e-12,"Ent H","Snrpd3"
"Muc132",1.22908927496435e-16,0.659308810348384,1,0.794,2.07408815150235e-12,"Ent H","Muc13"
"Bsg4",1.31059830870076e-16,0.461446708633152,1,0.879,2.21163464593254e-12,"Ent H","Bsg"
"Rtf2",1.48838122515458e-16,0.3134300899805,0.589,0.167,2.51164331744835e-12,"Ent H","Rtf2"
"Serinc3",1.70277362281604e-16,0.388790655375209,0.786,0.274,2.87343048850206e-12,"Ent H","Serinc3"
"S100a16",1.74795224196439e-16,0.27985073554584,0.411,0.089,2.94966940831491e-12,"Ent H","S100a16"
"Ndufa14",1.76709889493703e-16,0.54187680210691,0.964,0.622,2.98197938520624e-12,"Ent H","Ndufa1"
"Mrpl45",1.81658006184568e-16,0.283702478836403,0.411,0.09,3.06547885436459e-12,"Ent H","Mrpl45"
"Dad13",1.93176019953941e-16,0.535972500870592,0.982,0.711,3.25984533672275e-12,"Ent H","Dad1"
"Eps82",1.94400558704774e-16,0.44141648429832,0.75,0.271,3.28050942814306e-12,"Ent H","Eps8"
"Iscu",2.17631288732093e-16,0.370242283753223,0.679,0.223,3.67252799735407e-12,"Ent H","Iscu"
"Pyurf",2.20719001512345e-16,0.300786001716187,0.482,0.12,3.72463315052082e-12,"Ent H","Pyurf"
"Supt4a",2.44862940485745e-16,0.338134950637925,0.643,0.197,4.13206212069695e-12,"Ent H","Supt4a"
"Calml43",2.45867008705714e-16,0.508131566405089,0.982,0.735,4.14900577190892e-12,"Ent H","Calml4"
"Abcd1",2.50991256526784e-16,0.265628112737701,0.25,0.038,4.23547745388947e-12,"Ent H","Abcd1"
"Eif3h",2.52916478843428e-16,0.537069554200134,0.839,0.379,4.26796558048284e-12,"Ent H","Eif3h"
"Uba5",2.71432168449259e-16,0.30001618362708,0.536,0.143,4.58041784258124e-12,"Ent H","Uba5"
"Psmc3",3.14696434298658e-16,0.369107960916784,0.75,0.262,5.31050232878986e-12,"Ent H","Psmc3"
"Nagk",3.25927521895167e-16,0.332786334060416,0.589,0.171,5.50002693198094e-12,"Ent H","Nagk"
"Abhd17c",3.37456503706429e-16,0.331340553993957,0.554,0.155,5.69457850004599e-12,"Ent H","Abhd17c"
"Efnb22",3.43882235054605e-16,0.29703190931585,0.482,0.118,5.80301271654646e-12,"Ent H","Efnb2"
"Dstn1",3.79103647900221e-16,0.430636962174079,1,0.846,6.39737405831623e-12,"Ent H","Dstn"
"Spink12",3.85104800293032e-16,0.825288416805754,0.893,0.419,6.49864350494491e-12,"Ent H","Spink1"
"Ssu72",3.87047108931095e-16,0.422231017949653,0.839,0.338,6.53141996321223e-12,"Ent H","Ssu72"
"Psmd13",4.06338267048087e-16,0.396496438125404,0.732,0.262,6.85695825643647e-12,"Ent H","Psmd13"
"Hsd17b12",4.07263322181058e-16,0.430973314333111,0.643,0.217,6.87256856180536e-12,"Ent H","Hsd17b12"
"Itpk12",4.23282649309519e-16,0.346716145455426,0.768,0.254,7.14289470709813e-12,"Ent H","Itpk1"
"Ndufaf2",4.3210811497059e-16,0.260196312977663,0.429,0.097,7.2918244401287e-12,"Ent H","Ndufaf2"
"Psma6",4.45687620885491e-16,0.495199763958298,0.804,0.334,7.52097860244266e-12,"Ent H","Psma6"
"Amdhd2",4.4819724768213e-16,0.367588776915782,0.571,0.168,7.56332855463594e-12,"Ent H","Amdhd2"
"Rpl7l1",4.49578235689269e-16,0.350702693932704,0.518,0.14,7.58663272725642e-12,"Ent H","Rpl7l1"
"Tomm70a",4.51377700205277e-16,0.377979071905722,0.643,0.208,7.61699869096405e-12,"Ent H","Tomm70a"
"Emc3",4.52158414924886e-16,0.287345088455332,0.518,0.136,7.63017325185745e-12,"Ent H","Emc3"
"Nkiras2",4.82056334204019e-16,0.275508144084327,0.464,0.113,8.13470063969282e-12,"Ent H","Nkiras2"
"Adap12",5.06473430976562e-16,0.272574928984884,0.446,0.104,8.54673914772949e-12,"Ent H","Adap1"
"Hypk",5.18374366211768e-16,0.359670243220544,0.571,0.166,8.74756742982359e-12,"Ent H","Hypk"
"Snapc5",5.29484256841471e-16,0.371143500456687,0.661,0.215,8.93504683419982e-12,"Ent H","Snapc5"
"Tsfm",5.43122666769881e-16,0.279810686953543,0.429,0.099,9.16519500174174e-12,"Ent H","Tsfm"
"Chmp3",5.97025437487814e-16,0.365100884252804,0.661,0.214,1.00748042576069e-11,"Ent H","Chmp3"
"Stk24",6.15291229183153e-16,0.317369481431614,0.536,0.148,1.03830394924657e-11,"Ent H","Stk24"
"Tsta31",6.45619319679809e-16,0.354558361850669,0.714,0.24,1.08948260195968e-11,"Ent H","Tsta3"
"Vti1b",6.94330556065611e-16,0.327410948066183,0.679,0.216,1.17168281336072e-11,"Ent H","Vti1b"
"Rnf121",6.99747921956763e-16,0.319191938652685,0.464,0.117,1.18082461830204e-11,"Ent H","Rnf121"
"Psmb1",7.56242796165826e-16,0.523416969208819,0.946,0.548,1.27615971852983e-11,"Ent H","Psmb1"
"Atraid",7.91673739291628e-16,0.347489462004272,0.643,0.204,1.33594943505462e-11,"Ent H","Atraid"
"Pdzd32",8.50680500075095e-16,0.25269968541104,0.429,0.097,1.43552334387672e-11,"Ent H","Pdzd3"
"Alcam2",9.28483211243641e-16,0.252573802195138,0.411,0.092,1.56681541897364e-11,"Ent H","Alcam"
"Gpd24",9.29516750447584e-16,0.415249436677298,0.714,0.239,1.5685595163803e-11,"Ent H","Gpd2"
"Cldn32",9.58231064034928e-16,0.566721698551276,1,0.768,1.61701492055894e-11,"Ent H","Cldn3"
"Rab252",1.02256088960404e-15,0.475497300665633,0.875,0.397,1.72557150120682e-11,"Ent H","Rab25"
"Dag1",1.04077782450214e-15,0.371821480796685,0.571,0.173,1.75631257884736e-11,"Ent H","Dag1"
"Txndc15",1.12384466402802e-15,0.274656492779389,0.518,0.137,1.89648787054729e-11,"Ent H","Txndc15"
"Edf12",1.1860568683318e-15,0.502343725451729,1,0.793,2.00147096530991e-11,"Ent H","Edf1"
"Slc35g1",1.18610183954144e-15,0.31022427402697,0.625,0.188,2.00154685422618e-11,"Ent H","Slc35g1"
"Tor1aip2",1.18653959090906e-15,0.347129583519704,0.607,0.188,2.00228555965904e-11,"Ent H","Tor1aip2"
"Pdlim1",1.18866148476763e-15,0.391765245357321,0.643,0.205,2.00586625554537e-11,"Ent H","Pdlim1"
"Cldn23",1.27730552912701e-15,0.360210074267696,0.446,0.112,2.15545308040183e-11,"Ent H","Cldn23"
"Capza2",1.31728624273354e-15,0.371780815211964,0.804,0.304,2.22292053461286e-11,"Ent H","Capza2"
"Polr1d",1.38105396348846e-15,0.517863638805214,0.875,0.42,2.33052856338678e-11,"Ent H","Polr1d"
"Mrpl22",1.43306390966626e-15,0.276864842992256,0.446,0.108,2.41829534756181e-11,"Ent H","Mrpl22"
"Insl6",1.4598957779416e-15,0.315033076515635,0.411,0.096,2.46357412527645e-11,"Ent H","Insl6"
"Mtfr1l",1.49486539483612e-15,0.286984890701543,0.429,0.102,2.52258535378595e-11,"Ent H","Mtfr1l"
"Slc30a5",1.56519182634774e-15,0.255532709006811,0.446,0.107,2.64126120696182e-11,"Ent H","Slc30a5"
"Txnrd1",1.64091354777609e-15,0.400612637116305,0.821,0.329,2.76904161187215e-11,"Ent H","Txnrd1"
"Tmem126a",1.64424313331121e-15,0.358975988488615,0.661,0.215,2.77466028746267e-11,"Ent H","Tmem126a"
"Arpc4",1.73286836099048e-15,0.411726725592859,0.786,0.306,2.92421535917143e-11,"Ent H","Arpc4"
"2310039H08Rik",1.7708557249879e-15,0.387503812479926,0.571,0.177,2.98831903591709e-11,"Ent H","2310039H08Rik"
"Ebpl",1.84266293692855e-15,0.254075968271441,0.357,0.074,3.10949370606693e-11,"Ent H","Ebpl"
"Pigf",1.87832990337018e-15,0.258146198364399,0.429,0.1,3.16968171193718e-11,"Ent H","Pigf"
"Chrac1",1.92414313905069e-15,0.306993253445523,0.554,0.158,3.24699154714803e-11,"Ent H","Chrac1"
"Sri2",1.97059284600406e-15,0.479949594855615,0.946,0.497,3.32537542763185e-11,"Ent H","Sri"
"Sugt1",2.00495307051553e-15,0.343254441023973,0.679,0.225,3.38335830649495e-11,"Ent H","Sugt1"
"Larp1b2",2.15888124348111e-15,0.44481197195978,0.768,0.298,3.64311209837437e-11,"Ent H","Larp1b"
"Crls1",2.42862110623345e-15,0.260310331562816,0.429,0.101,4.09829811676895e-11,"Ent H","Crls1"
"Npepl1",2.82573506498561e-15,0.277996833151621,0.446,0.11,4.76842792216322e-11,"Ent H","Npepl1"
"Vil12",2.92309568831617e-15,0.668981828923229,0.946,0.652,4.93272397403353e-11,"Ent H","Vil1"
"Snf8",2.9454641249087e-15,0.369442745665945,0.821,0.314,4.97047071078343e-11,"Ent H","Snf8"
"Tmem230",3.02343765219474e-15,0.253605380027462,0.393,0.088,5.10205103807863e-11,"Ent H","Tmem230"
"Psmd3",3.107974451025e-15,0.348034850486101,0.661,0.22,5.24470688610468e-11,"Ent H","Psmd3"
"Yes1",3.36758843450822e-15,0.279046415910704,0.464,0.118,5.68280548323263e-11,"Ent H","Yes1"
"Jpt11",3.98779534505487e-15,0.466601219264804,0.946,0.562,6.7294046447801e-11,"Ent H","Jpt1"
"Nabp2",4.4063449841959e-15,0.286457756933691,0.554,0.158,7.43570716083057e-11,"Ent H","Nabp2"
"Eif3k",4.41251549260248e-15,0.505488727994729,0.875,0.421,7.44611989376668e-11,"Ent H","Eif3k"
"Psmc4",4.58595006973719e-15,0.380508624822547,0.696,0.249,7.7387907426815e-11,"Ent H","Psmc4"
"Mrpl17",5.65454528054737e-15,0.328116699973281,0.643,0.205,9.54204516092369e-11,"Ent H","Mrpl17"
"Nit1",5.6973748708332e-15,0.316500671646295,0.518,0.146,9.61432009453102e-11,"Ent H","Nit1"
"Isca2",6.40784571583864e-15,0.264856623830173,0.446,0.111,1.08132396454777e-10,"Ent H","Isca2"
"Srek1ip1",6.62316881723274e-15,0.340208698747806,0.554,0.164,1.11765973790802e-10,"Ent H","Srek1ip1"
"Galnt1",7.05050447605106e-15,0.358235100887725,0.607,0.198,1.18977263033362e-10,"Ent H","Galnt1"
"Hspd1",8.25462779946569e-15,0.779174366897569,0.732,0.342,1.39296844115983e-10,"Ent H","Hspd1"
"Surf1",8.44662387091924e-15,0.28964927736553,0.464,0.122,1.42536777821762e-10,"Ent H","Surf1"
"Pnkd",8.86873908632492e-15,0.410298845906859,0.714,0.276,1.49659972081733e-10,"Ent H","Pnkd"
"Rps11",8.96191269869002e-15,0.778301807533659,0.982,0.913,1.51232276790394e-10,"Ent H","Rps11"
"Tuba1c1",1.0149560594745e-14,0.385699325310512,0.786,0.306,1.71273835036322e-10,"Ent H","Tuba1c"
"Srp9",1.02690674456408e-14,0.404526746652881,0.875,0.374,1.73290513145188e-10,"Ent H","Srp9"
"Gm45716",1.04040321579176e-14,0.255671733649862,0.393,0.09,1.7556804266486e-10,"Ent H","Gm45716"
"Mia2",1.0511409359676e-14,0.419999410125315,0.75,0.3,1.77380032944532e-10,"Ent H","Mia2"
"Cd55",1.05121588312112e-14,0.379399657240806,0.482,0.135,1.77392680276688e-10,"Ent H","Cd55"
"Vrk3",1.0867030899687e-14,0.278710375582703,0.464,0.121,1.83381146432218e-10,"Ent H","Vrk3"
"Adh5",1.10506685507814e-14,0.367192338575395,0.714,0.256,1.86480031794436e-10,"Ent H","Adh5"
"Slc16a6",1.16263484499624e-14,0.318239046703798,0.5,0.139,1.96194630093116e-10,"Ent H","Slc16a6"
"Nr3c12",1.23669779969986e-14,0.357986982200997,0.607,0.196,2.08692753699351e-10,"Ent H","Nr3c1"
"Eny2",1.28384039549845e-14,0.402019165292586,0.768,0.301,2.16648066740364e-10,"Ent H","Eny2"
"Ap1s1",1.30788420742354e-14,0.36141728643105,0.714,0.258,2.20705460002722e-10,"Ent H","Ap1s1"
"Naca",1.37664601692302e-14,0.60548624200152,0.964,0.735,2.3230901535576e-10,"Ent H","Naca"
"Gucd1",1.45423376046846e-14,0.27018875966968,0.429,0.107,2.45401947079052e-10,"Ent H","Gucd1"
"Tspan83",1.47708455176874e-14,0.564425446102775,0.821,0.331,2.49258018110975e-10,"Ent H","Tspan8"
"Arl4a2",1.5128542889533e-14,0.41261821443082,0.732,0.277,2.55294161260869e-10,"Ent H","Arl4a"
"Emc6",1.68803948114284e-14,0.361988588181004,0.607,0.199,2.84856662442854e-10,"Ent H","Emc6"
"Commd3",1.76129663004276e-14,0.338672581984487,0.607,0.195,2.97218806319716e-10,"Ent H","Commd3"
"Mrps33",1.76942127359347e-14,0.350878890523569,0.839,0.321,2.98589839918898e-10,"Ent H","Mrps33"
"Slc16a5",1.90357132023318e-14,0.266601458974923,0.393,0.092,3.2122766028935e-10,"Ent H","Slc16a5"
"Timm13",2.04810345382451e-14,0.433450703362417,0.982,0.722,3.45617457832886e-10,"Ent H","Timm13"
"Cyba",2.05876947508468e-14,0.371432523925478,0.554,0.168,3.47417348920541e-10,"Ent H","Cyba"
"Pdzd11",2.07733077981955e-14,0.306730722268438,0.446,0.118,3.50549569094549e-10,"Ent H","Pdzd11"
"Cldn7",2.08803925557639e-14,0.42291045869037,1,0.923,3.52356624378516e-10,"Ent H","Cldn7"
"Tor2a",2.19925538051459e-14,0.304459315438106,0.518,0.148,3.71124345461837e-10,"Ent H","Tor2a"
"Idh2",2.29566384863974e-14,0.378235767594394,0.571,0.183,3.87393274457956e-10,"Ent H","Idh2"
"Ssr43",2.63450591711265e-14,0.482736001855519,0.982,0.72,4.44572873512759e-10,"Ent H","Ssr4"
"Mrpl48",2.81424526582595e-14,0.291546775309032,0.482,0.133,4.74903888608129e-10,"Ent H","Mrpl48"
"Rnaseh2c",3.01439444670673e-14,0.449536509038272,0.536,0.17,5.08679062881761e-10,"Ent H","Rnaseh2c"
"Hspe1",3.042310907602e-14,0.945640230140673,0.786,0.504,5.13389965657838e-10,"Ent H","Hspe1"
"March6",3.08746931951408e-14,0.294392224545077,0.5,0.142,5.21010447668002e-10,"Ent H","March6"
"Kdelr22",3.32577362291762e-14,0.471823315518954,0.911,0.435,5.61224298867348e-10,"Ent H","Kdelr2"
"Mrpl41",3.35947622580748e-14,0.329725131748307,0.518,0.154,5.66911613105012e-10,"Ent H","Mrpl41"
"Lsm4",3.43517899297733e-14,0.555747597485061,0.696,0.299,5.79686455064924e-10,"Ent H","Lsm4"
"Actb",3.56354513611019e-14,0.498040411717618,1,0.994,6.01348241718595e-10,"Ent H","Actb"
"Smagp",3.56948843074555e-14,0.299752974159674,0.625,0.2,6.02351172688312e-10,"Ent H","Smagp"
"Galk12",3.98885359063019e-14,0.329832745415346,0.607,0.187,6.73119043418844e-10,"Ent H","Galk1"
"Timm22",4.1177558569727e-14,0.313395188849584,0.518,0.15,6.94871300864143e-10,"Ent H","Timm22"
"Erlin2",4.26760857166656e-14,0.282413044609556,0.446,0.118,7.20158946468732e-10,"Ent H","Erlin2"
"1810022K09Rik",4.80019686690467e-14,0.335100180609032,0.607,0.2,8.10033221290163e-10,"Ent H","1810022K09Rik"
"Mrpl11",4.95782650700878e-14,0.381341874148243,0.536,0.171,8.36633223057731e-10,"Ent H","Mrpl11"
"Mydgf",4.99780998918923e-14,0.420742871004534,0.839,0.366,8.43380435675682e-10,"Ent H","Mydgf"
"Abhd12",5.37348444978507e-14,0.288449085034673,0.482,0.135,9.0677550090123e-10,"Ent H","Abhd12"
"Glud11",6.20879454272977e-14,0.424769678864632,0.732,0.288,1.04773407908565e-09,"Ent H","Glud1"
"Bud23",6.32616449696656e-14,0.265692111062131,0.482,0.133,1.06754025886311e-09,"Ent H","Bud23"
"Qars",7.28685439413008e-14,0.304784747995081,0.5,0.145,1.22965667900945e-09,"Ent H","Qars"
"Coa6",7.43561407549409e-14,0.258990181012909,0.446,0.117,1.25475987523963e-09,"Ent H","Coa6"
"Park7",8.23985956368652e-14,0.535207858060896,0.804,0.45,1.3904763013721e-09,"Ent H","Park7"
"Eapp",8.84089438529816e-14,0.310440047034604,0.518,0.155,1.49190092751906e-09,"Ent H","Eapp"
"Ddt1",1.12758820504797e-13,0.308217584390381,0.839,0.326,1.90280509601844e-09,"Ent H","Ddt"
"Dnajc31",1.17906563207146e-13,0.393535532267761,0.75,0.316,1.9896732541206e-09,"Ent H","Dnajc3"
"Pnpla2",1.31012468422205e-13,0.30131050615232,0.536,0.164,2.2108354046247e-09,"Ent H","Pnpla2"
"2900026A02Rik",1.38067181904101e-13,0.324841496270315,0.536,0.165,2.3298836946317e-09,"Ent H","2900026A02Rik"
"Jtb",1.50458770057662e-13,0.334600450870785,0.679,0.25,2.53899174472304e-09,"Ent H","Jtb"
"Apeh",1.78723816540006e-13,0.265986076831544,0.5,0.144,3.01596440411261e-09,"Ent H","Apeh"
"Dctn2",1.8582045815934e-13,0.339336747316673,0.804,0.321,3.13572023143886e-09,"Ent H","Dctn2"
"Dph3",1.90197833361002e-13,0.361990461838412,0.679,0.258,3.20958843796691e-09,"Ent H","Dph3"
"Eci2",1.97291236701552e-13,0.303772638745481,0.625,0.209,3.32928961933869e-09,"Ent H","Eci2"
"Emc21",2.00573992839191e-13,0.337049972496341,0.536,0.169,3.38468612916135e-09,"Ent H","Emc2"
"Prkar2a1",2.12539056258457e-13,0.31022427402697,0.786,0.297,3.58659657436147e-09,"Ent H","Prkar2a"
"Selenow",2.31217394553812e-13,0.374999120410828,0.839,0.366,3.90179353309558e-09,"Ent H","Selenow"
"Hikeshi",2.39847167707747e-13,0.295935076488418,0.429,0.115,4.04742095506823e-09,"Ent H","Hikeshi"
"Parl",2.53426505318789e-13,0.285165767089888,0.518,0.154,4.27657227725457e-09,"Ent H","Parl"
"Luzp1",2.61432261286294e-13,0.398028053054915,0.714,0.292,4.41166940920621e-09,"Ent H","Luzp1"
"Mea1",2.7677446366474e-13,0.307746225029531,0.518,0.16,4.67056907434249e-09,"Ent H","Mea1"
"Ergic3",2.92277679427861e-13,0.383299670185287,0.804,0.333,4.93218584034515e-09,"Ent H","Ergic3"
"Coro1b",3.26946293239237e-13,0.317348452927476,0.554,0.18,5.51721869841213e-09,"Ent H","Coro1b"
"Sh3glb12",3.31759545558833e-13,0.32493656815152,0.857,0.345,5.59844233130531e-09,"Ent H","Sh3glb1"
"Rpl22l1",3.35313191944415e-13,0.638899784743925,0.929,0.656,5.65841011406201e-09,"Ent H","Rpl22l1"
"Nat9",3.37233544199721e-13,0.263622538348556,0.393,0.099,5.69081605837029e-09,"Ent H","Nat9"
"Vamp82",3.39586822055146e-13,0.385032049507783,0.946,0.517,5.73052762218058e-09,"Ent H","Vamp8"
"Aes",3.52689355059957e-13,0.398644051521539,1,0.8,5.95163286663677e-09,"Ent H","Aes"
"Mcrs1",3.63746778501876e-13,0.264720310505608,0.446,0.122,6.13822688721915e-09,"Ent H","Mcrs1"
"Gcsh",3.68436492724478e-13,0.253837668065672,0.339,0.077,6.21736581472556e-09,"Ent H","Gcsh"
"Sptlc2",3.70512556339993e-13,0.326856236361194,0.518,0.161,6.25239938823739e-09,"Ent H","Sptlc2"
"1810058I24Rik1",3.89182053205236e-13,0.392669855412509,0.75,0.311,6.56744714783835e-09,"Ent H","1810058I24Rik"
"Nudt41",4.21175193708344e-13,0.347815247965778,0.571,0.194,7.1073313938283e-09,"Ent H","Nudt4"
"Gata6",4.23139955632027e-13,0.308754334029821,0.661,0.234,7.14048675129045e-09,"Ent H","Gata6"
"Pfdn1",4.64019682156465e-13,0.346925640877398,0.75,0.294,7.83033213639035e-09,"Ent H","Pfdn1"
"Abhd14a",4.82865760959423e-13,0.259586534274238,0.357,0.085,8.14835971619026e-09,"Ent H","Abhd14a"
"Acp1",4.82913344905404e-13,0.361703833068475,0.661,0.247,8.1491626952787e-09,"Ent H","Acp1"
"Dcaf13",4.83380253962666e-13,0.256440974282692,0.411,0.107,8.15704178561999e-09,"Ent H","Dcaf13"
"Stx8",5.01651153579894e-13,0.272124427794699,0.518,0.156,8.46536321666071e-09,"Ent H","Stx8"
"Timm50",5.06373286059081e-13,0.286903830864057,0.446,0.124,8.54504920224698e-09,"Ent H","Timm50"
"Prdx32",5.20944283761265e-13,0.306406915111516,0.643,0.222,8.79093478847136e-09,"Ent H","Prdx3"
"Fuca11",5.60485253556229e-13,0.353441825199554,0.893,0.393,9.45818865376136e-09,"Ent H","Fuca1"
"Aph1a",5.92122794242664e-13,0.30131050615232,0.518,0.161,9.99207215284495e-09,"Ent H","Aph1a"
"Mrps17",6.01901698066288e-13,0.286190230075832,0.571,0.185,1.01570911548686e-08,"Ent H","Mrps17"
"Cwc15",7.4745195502817e-13,0.321181650317969,0.625,0.22,1.26132517411004e-08,"Ent H","Cwc15"
"Mycbp",7.9888259066589e-13,0.261929974413105,0.446,0.124,1.34811437174869e-08,"Ent H","Mycbp"
"Tmem19",9.03133616211502e-13,0.279130106165023,0.411,0.111,1.52403797735691e-08,"Ent H","Tmem19"
"Sdhaf1",1.19569380470608e-12,0.277479192932359,0.429,0.119,2.01773329544151e-08,"Ent H","Sdhaf1"
"Fkbp21",1.2254566876195e-12,0.402875025148806,0.857,0.419,2.0679581603579e-08,"Ent H","Fkbp2"
"Coro1c",1.3852044046872e-12,0.310544393540988,0.518,0.163,2.33753243290966e-08,"Ent H","Coro1c"
"Selenof2",1.39795968794467e-12,0.392470530900471,0.857,0.395,2.35905697340663e-08,"Ent H","Selenof"
"Rhoc",1.40864633168836e-12,0.435554299837184,0.714,0.32,2.37709068472411e-08,"Ent H","Rhoc"
"Slc25a202",1.41742656730648e-12,0.32859588687795,0.536,0.176,2.39190733232969e-08,"Ent H","Slc25a20"
"Sub1",1.41996018442648e-12,0.382302246611351,0.821,0.362,2.39618281121969e-08,"Ent H","Sub1"
"Mrpl33",1.53366891737192e-12,0.392079379767234,0.768,0.348,2.58806629806512e-08,"Ent H","Mrpl33"
