"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cox6b1",4.26749228058364e-257,1.17449164929342,0.97,0.701,6.61888052718523e-253,"Tuft","Cox6b1"
"Mocs2",4.04180170146437e-254,0.948317259016031,0.752,0.206,6.26883443897124e-250,"Tuft","Mocs2"
"Bub3",4.31297569158989e-254,0.846018524694744,0.659,0.137,6.68942529765592e-250,"Tuft","Bub3"
"Epcam",5.94910957186059e-253,1.13102931845515,0.994,0.874,9.22706894595577e-249,"Tuft","Epcam"
"Cables2",6.75351598567844e-253,0.646455457672039,0.488,0.05,1.04747032937873e-248,"Tuft","Cables2"
"Dgki",5.9066609422049e-252,0.568729817426854,0.395,0.018,9.16123112135981e-248,"Tuft","Dgki"
"H2-K1",6.86518165283095e-252,1.53763695466288,0.952,0.755,1.06478967435408e-247,"Tuft","H2-K1"
"Romo1",7.09102496420922e-252,1.02922561552487,0.814,0.29,1.09981797194885e-247,"Tuft","Romo1"
"Map1a",4.29418011676701e-250,0.809547728271064,0.579,0.095,6.66027336110563e-246,"Tuft","Map1a"
"Plekhs1",1.32879525492065e-248,0.526223629369128,0.361,0.01,2.06096144038193e-244,"Tuft","Plekhs1"
"1810046K07Rik",6.41771910296194e-248,0.539827167989629,0.382,0.016,9.95388232869396e-244,"Tuft","1810046K07Rik"
"Srp19",1.19518790973291e-247,0.868809278968751,0.625,0.126,1.85373644799574e-243,"Tuft","Srp19"
"Edf1",1.13145405592741e-246,1.12112193099153,0.922,0.604,1.75488524074341e-242,"Tuft","Edf1"
"B2m",3.70607256741859e-245,1.59992621406327,0.847,0.42,5.74811855206623e-241,"Tuft","B2m"
"Heph",2.3860456465033e-244,0.745921766937271,0.511,0.065,3.70075679772662e-240,"Tuft","Heph"
"Pfkfb3",2.55864156443838e-244,0.611564344196432,0.458,0.042,3.96845306644393e-240,"Tuft","Pfkfb3"
"Atox1",2.57458763767128e-244,1.10323125369095,0.874,0.432,3.99318542602816e-240,"Tuft","Atox1"
"Ero1lb",2.09785435322141e-243,0.645979587874179,0.502,0.061,3.25377210184641e-239,"Tuft","Ero1lb"
"Anxa4",4.95472131354074e-242,1.06378861095066,0.907,0.572,7.68477275730169e-238,"Tuft","Anxa4"
"Myh14",8.25781446148947e-242,0.885853651878097,0.721,0.191,1.28078702297702e-237,"Tuft","Myh14"
"mt-Cytb",1.88907247209299e-240,1.05653432770571,1,0.998,2.92995140421624e-236,"Tuft","mt-Cytb"
"Tax1bp1",5.39031885112739e-240,1.07176464387485,0.923,0.626,8.36038453809859e-236,"Tuft","Tax1bp1"
"Tmem45b",1.37846847933191e-237,0.874272904452751,0.699,0.181,2.1380046114438e-233,"Tuft","Tmem45b"
"Fau",3.4778730752224e-236,1.01115049688749,0.993,0.927,5.39418113966995e-232,"Tuft","Fau"
"Spint2",1.12161686158085e-235,1.04046496731451,0.931,0.681,1.7396277523119e-231,"Tuft","Spint2"
"Vil1",5.01251921899373e-235,1.04089246888314,0.891,0.446,7.77441730865928e-231,"Tuft","Vil1"
"Txndc16",3.28201010155668e-234,0.540094927085165,0.417,0.032,5.09039766751442e-230,"Tuft","Txndc16"
"Lyn",9.34672041232221e-233,0.574877164761364,0.446,0.043,1.44967633595117e-228,"Tuft","Lyn"
"Adcy5",2.30092785982806e-230,0.497302847697753,0.354,0.014,3.56873911059332e-226,"Tuft","Adcy5"
"Ldha",2.17234048147068e-228,1.10418399020747,0.946,0.649,3.36930008676103e-224,"Tuft","Ldha"
"Zfp710",1.67681039787118e-226,0.598438946464052,0.464,0.053,2.60073292709821e-222,"Tuft","Zfp710"
"Pou2f3",1.03794723172886e-225,0.438575371598337,0.327,0.008,1.60985615641147e-221,"Tuft","Pou2f3"
"Atp5k",2.19525000004803e-225,0.914902126266345,0.809,0.278,3.40483275007449e-221,"Tuft","Atp5k"
"Ptprj",1.00605366929593e-223,0.546318385083541,0.425,0.039,1.56038924107799e-219,"Tuft","Ptprj"
"Cdx1",1.03722696260033e-223,0.781672957376306,0.644,0.151,1.60873901899312e-219,"Tuft","Cdx1"
"Ripk3",1.84585897536254e-223,0.520083333130573,0.392,0.028,2.86292727078729e-219,"Tuft","Ripk3"
"Hebp1",1.14238412111351e-222,0.476625356261622,0.339,0.012,1.77183777184705e-218,"Tuft","Hebp1"
"Pla2g4a",1.65150162521722e-222,0.53609505478171,0.388,0.027,2.56147902071191e-218,"Tuft","Pla2g4a"
"Plekho2",1.95884088644231e-222,0.462630958743652,0.335,0.011,3.03816221487202e-218,"Tuft","Plekho2"
"Myo1b",3.38673177361051e-222,0.804457904572221,0.69,0.187,5.2528209808699e-218,"Tuft","Myo1b"
"Suox",4.29430305437359e-222,0.757723124865645,0.542,0.096,6.66046403733344e-218,"Tuft","Suox"
"Ndufv3",6.98618358163165e-221,1.05134140956735,0.864,0.464,1.08355707351107e-216,"Tuft","Ndufv3"
"Efnb2",3.56142775447195e-220,0.550582770357684,0.408,0.035,5.52377444718599e-216,"Tuft","Efnb2"
"A4galt",5.34878220470811e-216,0.438385024213362,0.321,0.01,8.29596119950229e-212,"Tuft","A4galt"
"Ptms",6.68166612355412e-214,0.959962125229009,0.944,0.648,1.03632641576324e-209,"Tuft","Ptms"
"Cldn3",8.77864913563896e-214,1.04874642603596,0.912,0.625,1.3615684809376e-209,"Tuft","Cldn3"
"Malat13",1.6350802911306e-213,0.845419863675853,1,1,2.53600953154357e-209,"Tuft","Malat1"
"Rpp21",2.99434728119102e-213,0.744788954967715,0.638,0.158,4.64423263312727e-209,"Tuft","Rpp21"
"Hmx3",9.14347176138741e-213,0.436280435888439,0.313,0.009,1.41815247019119e-208,"Tuft","Hmx3"
"Sucnr1",1.61459376473629e-212,0.521724280703508,0.333,0.014,2.50423492910598e-208,"Tuft","Sucnr1"
"Vdac3",6.84327420235337e-211,0.870989782257509,0.706,0.213,1.06139182878501e-206,"Tuft","Vdac3"
"Oasl2",2.89976439201909e-210,0.681875777856259,0.478,0.069,4.49753457202161e-206,"Tuft","Oasl2"
"Col15a1",3.38427584363382e-210,0.449446276758842,0.34,0.017,5.24901183347606e-206,"Tuft","Col15a1"
"C2",4.64850951504472e-207,0.559187714981698,0.377,0.03,7.20983825783436e-203,"Tuft","C2"
"Gnai2",9.44149744049467e-207,0.974356996817293,0.847,0.423,1.46437625302072e-202,"Tuft","Gnai2"
"Inpp5b",4.34194428885063e-206,0.503884114802809,0.387,0.034,6.73435559200733e-202,"Tuft","Inpp5b"
"Arl14",6.17334620376878e-205,0.494710259670457,0.365,0.027,9.57485996204538e-201,"Tuft","Arl14"
"Atp2b2",1.73943721369809e-204,0.448850690160017,0.318,0.013,2.69786711844573e-200,"Tuft","Atp2b2"
"Ppp1r14c",2.62564360545027e-204,0.771437191985573,0.667,0.183,4.07237323205338e-200,"Tuft","Ppp1r14c"
"Elob",4.76601446125662e-203,0.948350929741099,0.935,0.679,7.39208842940901e-199,"Tuft","Elob"
"Pof1b",9.61560915084675e-203,0.634445316423584,0.466,0.067,1.49138097929633e-198,"Tuft","Pof1b"
"Ndufa3",1.86772051304106e-201,0.778344798118222,0.702,0.209,2.89683451572668e-197,"Tuft","Ndufa3"
"Trim38",2.7681557466967e-201,0.404768134357659,0.294,0.008,4.29340956312658e-197,"Tuft","Trim38"
"Fam234a",7.1040888669284e-201,0.709153329535999,0.558,0.118,1.10184418326059e-196,"Tuft","Fam234a"
"Ccser2",9.45476082982886e-200,0.616481532180829,0.469,0.07,1.46643340470646e-195,"Tuft","Ccser2"
"Ndufa1",4.04469830121615e-199,1.02700325608669,0.83,0.432,6.27332706518625e-195,"Tuft","Ndufa1"
"Sema7a",5.4804371941444e-199,0.436430598463733,0.327,0.017,8.50015808811797e-195,"Tuft","Sema7a"
"Tm4sf41",2.10317764188567e-198,1.166380735013,0.978,0.846,3.26202852256468e-194,"Tuft","Tm4sf4"
"Tcf7l2",1.73989824303458e-197,0.667802540191452,0.59,0.132,2.69858217494663e-193,"Tuft","Tcf7l2"
"Tmem160",1.86441667052936e-195,0.774773465623323,0.673,0.205,2.89171025599103e-191,"Tuft","Tmem160"
"Mcub",5.47577292656857e-195,0.438096052309907,0.304,0.012,8.49292380910785e-191,"Tuft","Mcub"
"Vamp8",5.89249209167128e-195,0.913317519559647,0.742,0.28,9.13925523418216e-191,"Tuft","Vamp8"
"Prr15",2.90063649183481e-194,0.510940714568635,0.395,0.043,4.49888719883579e-190,"Tuft","Prr15"
"Dsp",3.99004699598405e-193,0.808351480759795,0.658,0.194,6.18856289077126e-189,"Tuft","Dsp"
"Afdn",1.4393581628021e-192,0.772154326638997,0.725,0.236,2.23244451050605e-188,"Tuft","Afdn"
"S100a131",1.39055957115478e-190,0.851625612449669,0.75,0.26,2.15675789486106e-186,"Tuft","S100a13"
"Bpgm",2.21141498689441e-190,0.601676720956233,0.454,0.069,3.42990464467323e-186,"Tuft","Bpgm"
"Hsd17b11",6.08047624344978e-190,0.648442310945144,0.555,0.121,9.43081865359061e-186,"Tuft","Hsd17b11"
"Myadm",7.75202278427315e-190,0.668650048806798,0.553,0.12,1.20233873384076e-185,"Tuft","Myadm"
"Gde1",8.35622876957605e-190,0.680646901847004,0.599,0.143,1.29605108216124e-185,"Tuft","Gde1"
"Gcnt1",1.2096535423882e-189,0.435612033936701,0.291,0.011,1.8761726442441e-185,"Tuft","Gcnt1"
"Etfb",3.30949467323494e-189,0.845981354102696,0.786,0.317,5.1330262381874e-185,"Tuft","Etfb"
"Myo1d",7.77911201635868e-189,0.53811129818053,0.465,0.074,1.20654027373723e-184,"Tuft","Myo1d"
"Rnf213",2.02442222410701e-188,0.619095437435716,0.428,0.058,3.13987886958998e-184,"Tuft","Rnf213"
"Tubb4b",7.8640388274084e-188,1.13719677393714,0.865,0.533,1.21971242213104e-183,"Tuft","Tubb4b"
"Kdm4a",1.41213161055768e-186,0.557885551872417,0.435,0.062,2.19021612797497e-182,"Tuft","Kdm4a"
"Acacb",2.51691995158146e-186,0.428089208592278,0.305,0.015,3.90374284490284e-182,"Tuft","Acacb"
"Rps29",7.59254548379206e-186,0.884656175088883,0.973,0.776,1.17760380453615e-181,"Tuft","Rps29"
"mt-Co1",1.50910026028152e-185,0.822715271680006,1,0.995,2.34061450369664e-181,"Tuft","mt-Co1"
"Serf2",4.0882809427048e-185,0.888222550671734,0.941,0.734,6.34092374213514e-181,"Tuft","Serf2"
"Smtn",7.27137798611633e-185,0.413538343985391,0.293,0.013,1.12779072564664e-180,"Tuft","Smtn"
"Cisd3",7.61621392701813e-185,0.658454229728771,0.591,0.144,1.18127478008051e-180,"Tuft","Cisd3"
"Tmem116",1.44863217899111e-182,0.397432746730254,0.282,0.011,2.24682850961521e-178,"Tuft","Tmem116"
"Ndufb7",1.83740104332142e-182,0.870289562261714,0.876,0.529,2.84980901819152e-178,"Tuft","Ndufb7"
"Ceacam2",5.37109513489017e-181,0.394675562585121,0.29,0.013,8.33056855421466e-177,"Tuft","Ceacam2"
"Ndufb3",6.90805569943633e-181,0.815781588864239,0.746,0.275,1.07143943898257e-176,"Tuft","Ndufb3"
"Asah1",2.01373762011147e-179,0.61995688868472,0.531,0.115,3.12330704879289e-175,"Tuft","Asah1"
"Atp1b1",4.10164590916024e-178,0.86710055128285,0.919,0.677,6.36165280510753e-174,"Tuft","Atp1b1"
"Itgb4",7.59147126340256e-178,0.405405226459374,0.313,0.021,1.17743719295374e-173,"Tuft","Itgb4"
"Clic6",7.87869396198194e-178,0.459634758574845,0.348,0.032,1.2219854335034e-173,"Tuft","Clic6"
"Uqcr11",8.73250129199491e-178,0.913904215769492,0.919,0.649,1.35441095038841e-173,"Tuft","Uqcr11"
"Rab27b",1.59277785055193e-177,0.559980784278599,0.44,0.07,2.47039844620604e-173,"Tuft","Rab27b"
"Eef2k",6.61322366047876e-177,0.436674087641875,0.334,0.028,1.02571098974026e-172,"Tuft","Eef2k"
"Ildr1",1.14061130917547e-176,0.570450897074003,0.451,0.078,1.76908814053116e-172,"Tuft","Ildr1"
"Atp5j2",1.27850033981573e-175,0.900702082311824,0.927,0.691,1.9829540270542e-171,"Tuft","Atp5j2"
"Cdk2",2.8383451253123e-175,0.417053675105488,0.309,0.021,4.40227328935938e-171,"Tuft","Cdk2"
"Tmem121",1.16656502223305e-172,0.330037259281032,0.243,0.004,1.80934234948346e-168,"Tuft","Tmem121"
"Map4k4",5.4479928288031e-171,0.692556088094415,0.664,0.209,8.44983687747361e-167,"Tuft","Map4k4"
"Gpx4",1.17516983031683e-170,0.782974565273568,0.81,0.364,1.8226884068214e-166,"Tuft","Gpx4"
"Ifi27l2b",1.96007226716377e-170,0.990549999031487,0.631,0.197,3.040072086371e-166,"Tuft","Ifi27l2b"
"Hpgds",7.83565707211614e-170,0.502688247783544,0.415,0.062,1.21531041188521e-165,"Tuft","Hpgds"
"Gm40634",7.41160916722311e-169,0.363755420052057,0.246,0.006,1.14954058183631e-164,"Tuft","Gm40634"
"B4galt5",1.35292710054676e-168,0.519686636851272,0.426,0.07,2.09838993294802e-164,"Tuft","B4galt5"
"Bst2",2.44049166289785e-168,0.606256368046842,0.336,0.034,3.78520256915456e-164,"Tuft","Bst2"
"L1cam",1.94238525553286e-167,0.562241908944272,0.47,0.09,3.01263953133146e-163,"Tuft","L1cam"
"Trappc6a",3.9862624153506e-167,0.719550622557496,0.598,0.182,6.18269300620877e-163,"Tuft","Trappc6a"
"Rab25",2.51527450445182e-166,0.72702579978692,0.674,0.231,3.90119075640477e-162,"Tuft","Rab25"
"Capg",1.57786749488168e-165,0.379902786026018,0.273,0.014,2.44727248456149e-161,"Tuft","Capg"
"mt-Atp6",1.60972349776737e-165,0.756575329743876,1,1,2.49668114503718e-161,"Tuft","mt-Atp6"
"Brms1",9.63879897780838e-165,0.51578455448736,0.426,0.072,1.49497772145808e-160,"Tuft","Brms1"
"Lamtor2",1.8476676248108e-163,0.779404655183223,0.726,0.287,2.86573248608155e-159,"Tuft","Lamtor2"
"Oas2",2.42445357153605e-163,0.461222351316864,0.32,0.029,3.76032748945241e-159,"Tuft","Oas2"
"Kirrel3",6.40480783969784e-163,0.351454853845496,0.25,0.008,9.93385695937135e-159,"Tuft","Kirrel3"
"Arpc5",8.00477833079258e-163,0.78313004165454,0.796,0.366,1.24154111910593e-158,"Tuft","Arpc5"
"Tjp3",1.62739005790618e-161,0.544432893239466,0.474,0.097,2.52408197981249e-157,"Tuft","Tjp3"
"Fnbp1",1.63880647320996e-161,0.472594948181235,0.391,0.057,2.54178883994865e-157,"Tuft","Fnbp1"
"Pla2g16",1.51126023472565e-160,0.570127843884325,0.492,0.107,2.34396462405948e-156,"Tuft","Pla2g16"
"Gm4952",3.05714660386872e-160,0.353511697538177,0.249,0.009,4.74163438260039e-156,"Tuft","Gm4952"
"Tmem98",9.95548222533538e-160,0.547876470754785,0.435,0.081,1.54409529314952e-155,"Tuft","Tmem98"
"Optn",3.79623988035967e-159,0.57141800376711,0.495,0.109,5.88796805443785e-155,"Tuft","Optn"
"Vps53",3.36061818583387e-158,0.548744683762336,0.489,0.109,5.21231880622833e-154,"Tuft","Vps53"
"Fbp2",3.76150949609039e-158,0.863903869240571,0.826,0.488,5.8341012284362e-154,"Tuft","Fbp2"
"Smdt1",1.90449055952977e-157,0.915833163617195,0.858,0.55,2.95386485783068e-153,"Tuft","Smdt1"
"Tlcd2",2.63190474692766e-157,0.403915981325861,0.286,0.021,4.0820842624848e-153,"Tuft","Tlcd2"
"Adap1",2.82193035502285e-156,0.442595306667208,0.338,0.039,4.37681398064044e-152,"Tuft","Adap1"
"Crot",8.77292982626738e-156,0.518083234922367,0.434,0.081,1.36068141605407e-151,"Tuft","Crot"
"Itih5",1.31818298603345e-155,0.356065864458404,0.249,0.011,2.04450181133788e-151,"Tuft","Itih5"
"Avpi1",2.43224349094642e-155,0.431126984225774,0.346,0.043,3.7724096544579e-151,"Tuft","Avpi1"
"Sptb",2.8770998353844e-155,0.315684590775233,0.234,0.007,4.46238184468121e-151,"Tuft","Sptb"
"Gfi1b",3.00851851859529e-155,0.325985511465279,0.235,0.007,4.6662122223413e-151,"Tuft","Gfi1b"
"Chchd2",3.18999963289523e-155,0.790603811031351,0.982,0.877,4.9476894306205e-151,"Tuft","Chchd2"
"Krt222",5.20928421631935e-154,0.363086413685623,0.26,0.014,8.07959981951131e-150,"Tuft","Krt222"
"Hotairm1",7.38641397451132e-154,0.363206591513871,0.255,0.013,1.14563280744671e-149,"Tuft","Hotairm1"
"Samd14",1.87177024741846e-153,0.474906076169036,0.401,0.068,2.90311565374602e-149,"Tuft","Samd14"
"Fam49a",3.35908804536531e-153,0.360899391940692,0.279,0.02,5.20994555836159e-149,"Tuft","Fam49a"
"Cox6c",3.78574092905721e-152,0.978712012783796,0.946,0.783,5.87168418096774e-148,"Tuft","Cox6c"
"Fbxl21",4.73766152457853e-152,0.329004833773723,0.252,0.013,7.3481130246213e-148,"Tuft","Fbxl21"
"Cox17",7.10657849965247e-152,0.767338213742367,0.766,0.358,1.1022303252961e-147,"Tuft","Cox17"
"Homer1",3.60527166628957e-151,0.51559898692123,0.453,0.091,5.59177635441512e-147,"Tuft","Homer1"
"Slc2a1",5.75511392419042e-151,0.440652373411392,0.362,0.052,8.92618169641933e-147,"Tuft","Slc2a1"
"Apobec1",9.61625469098445e-151,0.425407900416695,0.339,0.043,1.49148110257169e-146,"Tuft","Apobec1"
"Arrb1",7.16634576320994e-150,0.40247167986079,0.327,0.038,1.11150022787386e-145,"Tuft","Arrb1"
"Tslp",2.31272482665899e-148,0.383503782784121,0.23,0.008,3.5870362061481e-144,"Tuft","Tslp"
"H2-Q7",3.62208641762148e-148,0.477026043273089,0.28,0.023,5.61785603373092e-144,"Tuft","H2-Q7"
"Calml4",2.10316028154671e-147,0.850551295583245,0.86,0.567,3.26200159667895e-143,"Tuft","Calml4"
"Man2a11",7.48651744544391e-147,0.66532503658521,0.616,0.203,1.16115885578835e-142,"Tuft","Man2a1"
"Chmp4b",1.16394976210591e-146,0.630009806220224,0.598,0.196,1.80528608102626e-142,"Tuft","Chmp4b"
"Pet100",4.78458737401052e-146,0.530378844635805,0.482,0.114,7.42089501709031e-142,"Tuft","Pet100"
"mt-Co2",2.83670994987019e-145,0.700538021849861,0.999,0.999,4.39973713224867e-141,"Tuft","mt-Co2"
"Anapc13",4.46175643357252e-145,0.641921203164221,0.62,0.213,6.92018422847099e-141,"Tuft","Anapc13"
"Cib1",2.27561617619544e-144,0.758667117809275,0.77,0.363,3.52948068927913e-140,"Tuft","Cib1"
"Arap2",2.65490079923593e-144,0.544492898024272,0.478,0.113,4.11775113961493e-140,"Tuft","Arap2"
"Ubl5",5.17806323770473e-144,0.826231902795936,0.815,0.498,8.03117608168003e-140,"Tuft","Ubl5"
"Bloc1s1",1.26693030571402e-143,0.483194781314475,0.387,0.067,1.96500890416244e-139,"Tuft","Bloc1s1"
"Jarid2",1.35593101477395e-143,0.59123463737093,0.575,0.175,2.1030490039144e-139,"Tuft","Jarid2"
"Gimap1",1.57080530193254e-143,0.546325815590223,0.493,0.124,2.43631902329736e-139,"Tuft","Gimap1"
"Efhd2",2.44331241212387e-142,0.552866773346793,0.518,0.14,3.78957755120412e-138,"Tuft","Efhd2"
"Uba52",3.10922240423955e-142,0.7310763314054,0.76,0.338,4.82240394897554e-138,"Tuft","Uba52"
"Kit",8.58198736801534e-142,0.436687018405905,0.346,0.05,1.33106624077918e-137,"Tuft","Kit"
"Pld2",8.35113178017256e-141,0.319204297782792,0.243,0.014,1.29526053910476e-136,"Tuft","Pld2"
"mt-Nd4",1.20493380242569e-140,0.692857176460374,1,0.997,1.86885232756224e-136,"Tuft","mt-Nd4"
"Gm26571",2.1108671609148e-140,0.316560466608257,0.206,0.005,3.27395496657886e-136,"Tuft","Gm26571"
"Fut2",3.23575340428436e-140,0.450508679423629,0.378,0.065,5.01865353004505e-136,"Tuft","Fut2"
"Cpvl",6.43625719031467e-140,0.329434015701889,0.236,0.013,9.98263490217805e-136,"Tuft","Cpvl"
"Camta2",3.25722978832413e-139,0.436062524102765,0.372,0.063,5.05196340169073e-135,"Tuft","Camta2"
"Coprs",8.56203988414795e-139,0.486416984480831,0.399,0.078,1.32797238603135e-134,"Tuft","Coprs"
"Myo6",1.89445978866525e-138,0.778776192431876,0.9,0.626,2.9383071322198e-134,"Tuft","Myo6"
"Rps27",4.17048836545961e-138,0.766116976470766,0.944,0.761,6.46842745482786e-134,"Tuft","Rps27"
"Cideb",1.33167498949077e-137,0.484869740848988,0.434,0.094,2.06542790870019e-133,"Tuft","Cideb"
"Ahnak2",4.07395850770664e-137,0.32783277105086,0.215,0.008,6.318709645453e-133,"Tuft","Ahnak2"
"Cacna2d2",4.7251682060068e-137,0.318496160019731,0.236,0.014,7.32873588751654e-133,"Tuft","Cacna2d2"
"Trim311",5.3137785771391e-137,0.542369971170488,0.526,0.142,8.24167057314275e-133,"Tuft","Trim31"
"Cox8a",9.41096813388213e-136,0.884944299406906,0.955,0.8,1.45964115756512e-131,"Tuft","Cox8a"
"Pnpla6",6.84082219411176e-135,0.511908688952681,0.41,0.085,1.06101152230673e-130,"Tuft","Pnpla6"
"Ctnnd1",2.39387458214329e-134,0.586401845936001,0.554,0.177,3.71289947690424e-130,"Tuft","Ctnnd1"
"Adamts12",2.5165856521426e-134,0.278883693874557,0.205,0.006,3.90322434647317e-130,"Tuft","Adamts12"
"Aspa",3.95129590712046e-134,0.334164804383114,0.234,0.014,6.12845995194383e-130,"Tuft","Aspa"
"Zfp428",2.2871458431271e-133,0.369900866917668,0.302,0.037,3.54736320269013e-129,"Tuft","Zfp428"
"Slc25a20",3.34785603483719e-133,0.478001936596094,0.453,0.107,5.19252471003249e-129,"Tuft","Slc25a20"
"Car7",3.71757297172796e-133,0.29805239515666,0.201,0.006,5.76595567915007e-129,"Tuft","Car7"
"Dsg2",7.79971948783757e-133,0.540875372817541,0.525,0.153,1.20973649256361e-128,"Tuft","Dsg2"
"Uqcr10",2.44858631730298e-132,0.764370662633337,0.88,0.618,3.79775737813692e-128,"Tuft","Uqcr10"
"Tuba1a1",2.46878170259028e-132,1.00647250906524,0.807,0.483,3.82908042071753e-128,"Tuft","Tuba1a"
"Hk1",3.20342063541082e-132,0.343037994053909,0.285,0.032,4.96850540552218e-128,"Tuft","Hk1"
"P2rx1",5.7087004688302e-132,0.283901162282713,0.201,0.006,8.85419442715564e-128,"Tuft","P2rx1"
"Smg7",6.07292139697006e-132,0.520891786357333,0.464,0.117,9.41910108670057e-128,"Tuft","Smg7"
"Gm26917",4.86346990428394e-131,1.75528842524314,0.858,0.61,7.5432418215444e-127,"Tuft","Gm26917"
"Wnk2",1.56338684310631e-130,0.340551281088864,0.269,0.027,2.42481299365789e-126,"Tuft","Wnk2"
"Il13ra1",2.86702724560531e-130,0.416994436690918,0.341,0.055,4.44675925793384e-126,"Tuft","Il13ra1"
"Zdhhc9",3.69893137368643e-130,0.462381703503912,0.388,0.078,5.73704256058766e-126,"Tuft","Zdhhc9"
"Actr2",7.12302567038746e-130,0.610188637987056,0.586,0.208,1.1047812814771e-125,"Tuft","Actr2"
"Cap1",2.68282031029274e-129,0.444027564804886,0.397,0.082,4.16105430126404e-125,"Tuft","Cap1"
"Slc16a3",1.05063121477331e-128,0.406609742347322,0.339,0.055,1.6295290141134e-124,"Tuft","Slc16a3"
"Bmp2",6.22637899072317e-128,0.353427295553626,0.279,0.031,9.65711381461164e-124,"Tuft","Bmp2"
"Slc4a8",1.10683655582519e-127,0.449162253716112,0.42,0.095,1.71670349808487e-123,"Tuft","Slc4a8"
"Gngt2",3.20621267640248e-126,0.273184582151542,0.195,0.006,4.97283586110024e-122,"Tuft","Gngt2"
"Adgrg2",3.23330928498159e-126,0.301316785744718,0.211,0.011,5.01486270100644e-122,"Tuft","Adgrg2"
"Ehbp1l1",3.32015000808477e-126,0.328876368952193,0.261,0.026,5.14955266253949e-122,"Tuft","Ehbp1l1"
"Uqcc2",9.49034218867561e-126,0.664288056015216,0.698,0.311,1.47195207346359e-121,"Tuft","Uqcc2"
"Lrp10",2.48927278396513e-125,0.544316991782404,0.563,0.191,3.86086208792991e-121,"Tuft","Lrp10"
"Fcna",5.1217004696959e-125,0.300645191311092,0.231,0.017,7.94375742849834e-121,"Tuft","Fcna"
"Gpa33",9.73324009488847e-125,0.653515952480617,0.697,0.311,1.5096255387172e-120,"Tuft","Gpa33"
"C77080",1.10278152496601e-124,0.444412509388726,0.421,0.097,1.71041414522229e-120,"Tuft","C77080"
"Atp5h",1.28056378375192e-124,0.719088519645745,0.911,0.704,1.98615442859922e-120,"Tuft","Atp5h"
"Agt",2.01264562593021e-124,0.369117547327019,0.226,0.016,3.12161336581776e-120,"Tuft","Agt"
"Fbxo25",3.64879944650902e-124,0.484995126057573,0.456,0.119,5.65928794153549e-120,"Tuft","Fbxo25"
"Cox6a1",4.63326501417909e-124,0.738048642242725,0.803,0.461,7.18619403699177e-120,"Tuft","Cox6a1"
"Ackr4",7.66746084814409e-124,0.258576267330372,0.185,0.005,1.18922317754715e-119,"Tuft","Ackr4"
"Rdx",1.61326889134461e-123,0.287228963133845,0.203,0.009,2.50218005047548e-119,"Tuft","Rdx"
"2210016L21Rik",4.56425632264824e-123,0.526955573367147,0.515,0.158,7.07916155642741e-119,"Tuft","2210016L21Rik"
"Ppp3ca1",9.57149353711513e-123,0.552253726779299,0.616,0.217,1.48453864760656e-118,"Tuft","Ppp3ca"
"Gng5",1.39064587903277e-122,0.806909865381571,0.858,0.607,2.15689175837982e-118,"Tuft","Gng5"
"Ubl7",2.02348945527776e-122,0.357357842359084,0.285,0.037,3.1384321451358e-118,"Tuft","Ubl7"
"Calm1",2.77242206041567e-122,0.668902378317139,0.982,0.904,4.30002661570471e-118,"Tuft","Calm1"
"Cyb5a",1.10378163994832e-121,0.640772113641083,0.702,0.305,1.71196532355985e-117,"Tuft","Cyb5a"
"Glyctk",2.29018127695215e-121,0.278807942631921,0.211,0.012,3.55207116055278e-117,"Tuft","Glyctk"
"Rabgap1l",3.47915859667567e-121,0.547662038163469,0.589,0.208,5.39617498344397e-117,"Tuft","Rabgap1l"
"Hsbp1",1.3487616776402e-120,0.620406462127176,0.631,0.257,2.09192936201995e-116,"Tuft","Hsbp1"
"Btbd16",1.9944582487126e-120,0.297753127940959,0.182,0.005,3.09340474375324e-116,"Tuft","Btbd16"
"Desi1",2.58489151852807e-120,0.467893167718888,0.439,0.113,4.00916674523704e-116,"Tuft","Desi1"
"Dmxl1",1.79870251738053e-119,0.58764022278788,0.585,0.212,2.7897876044572e-115,"Tuft","Dmxl1"
"Ufm1",4.28103149333483e-119,0.562585623746966,0.506,0.16,6.63987984616233e-115,"Tuft","Ufm1"
"Zbtb41",7.74286860824433e-119,0.383430958702759,0.334,0.059,1.2009189211387e-114,"Tuft","Zbtb41"
"Cox7a2",9.50903135207661e-119,0.745606478085831,0.89,0.667,1.47485076270708e-114,"Tuft","Cox7a2"
"Aprt",1.12377101330862e-118,0.510895351617878,0.59,0.197,1.74296884164167e-114,"Tuft","Aprt"
"Cited4",1.65674996198895e-118,0.292536576441377,0.216,0.015,2.56961919104486e-114,"Tuft","Cited4"
"Tmem38b",2.17150933290518e-118,0.325922187640233,0.26,0.03,3.36801097533593e-114,"Tuft","Tmem38b"
